CommunityName,BeachName,BeachCountrycode,EventDate,EventType,generalcode,Jumlah_Sampah,category,generalname,Recyclability,Hardness,RecycleMethod
Mare Nostrum,Costine?ti,RO,2016-10-10,Monitoring,G73,16.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Masnou, Barcelona",ES,2014-03-23,Cleanup,G73,16.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Sant'Anna Arresi Porto Pino,IT,2017-11-30,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Sant'Anna Arresi Porto Pino,IT,2018-03-23,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Langerak,DK,2019-06-23,Monitoring,G73,67.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia dell Oasi dei Variconi, Castel Volturno (CE)",IT,2017-04-22,Monitoring,G73,45.0,Plastic,Foam sponge,No,Flexible,Not Recycled
ICES Secretariat,Amager Strand,DK,2014-05-09,Cleanup,G73,16.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Nokken Strandvej ,unknown,2018-12-12,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,Costine?ti,RO,2018-09-27,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,Costine?ti,RO,2017-04-10,Monitoring,G73,7.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,Costine?ti,RO,2016-04-11,Monitoring,G73,5.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Valcobo, A Coruña",ES,2017-02-19,Cleanup,G73,17.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Campo de Golf, Málaga",ES,2013-03-14,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Kvavilnari,GE,2019-11-22,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2017-09-27,Monitoring,G73,4.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2015-04-16,Monitoring,G73,26.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2016-04-14,Monitoring,G73,31.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2016-06-21,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Bloemendaal,NL,2017-07-14,Monitoring,G73,9.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Sant'Anna Arresi Porto Pino,IT,2018-11-29,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Sant'Anna Arresi Porto Pino,IT,2017-02-28,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mediterranean Microplastics Project (MMP),Uvala Stoja,HR,2019-09-07,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,maez an aod,FR,2016-05-13,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
UkrSCES Institution,Beach in the  Chornomorka,UA,2017-06-01,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Keep Sweden Tidy,Mälarhusen,SE,2016-11-02,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Marathonas,GR,2017-10-14,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,Costine?ti,RO,2018-04-16,Monitoring,G73,29.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Playa de Bolnuevo,ES,2018-08-23,Cleanup,G73,8.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Portuguese Association for Marine Litter - APLM,Cruz Quebrada,PT,2017-01-29,Monitoring,G73,53.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Portuguese Association for Marine Litter - APLM,Cruz Quebrada,PT,2016-09-17,Monitoring,G73,16.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"L'Arenal, Tarragona",ES,2018-10-21,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Ilbarritz,FR,2018-02-22,Cleanup,G73,53.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia Saline, Centola (SA)",IT,2017-04-29,Monitoring,G73,12.0,Plastic,Foam sponge,No,Flexible,Not Recycled
SOI,Maliy Ahun,RU,2021-01-15,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Anemone,Eforie (Anemone),RO,2019-09-12,Monitoring,G73,50.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Anemone,Eforie (Anemone),RO,2019-04-04,Monitoring,G73,10.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2016-10-15,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2019-09-15,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2018-06-18,Monitoring,G73,8.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2019-04-15,Monitoring,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Fonte da Telha,PT,2016-10-01,Cleanup,G73,21.0,Plastic,Foam sponge,No,Flexible,Not Recycled
MELTEMI BalkanMed,Apothika A,GR,2018-10-13,Monitoring,G73,16.0,Plastic,Foam sponge,No,Flexible,Not Recycled
DeFishGear - Slovenia,Sakarun,HR,2015-04-14,Monitoring,G73,10.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Perseus,Port des Canonge,ES,2015-06-29,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Perseus,Port des Canonge,ES,2015-01-15,Cleanup,G73,17.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Cabo de palos, Murcia",ES,2017-09-24,Cleanup,G73,4.0,Plastic,Foam sponge,No,Flexible,Not Recycled
SOI,Maliy Ahun,RU,2020-08-09,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Surfers Against Sewage,"Swanwick, downstream universal marina ",UK,2015-04-28,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2018-09-18,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,2017-04-19,Monitoring,G73,8.0,Plastic,Foam sponge,No,Flexible,Not Recycled
MELTEMI BalkanMed,Apothika A,GR,2018-04-04,Monitoring,G73,7.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Spiaggia Torrette di Ancona (AN),IT,2017-04-24,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,pors gelen,FR,2016-05-13,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Berria, Cantabria",ES,2018-12-13,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
UK Marine Conservation Society,Cramond,UK,2016-09-17,Monitoring,G73,58.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Spiaggia di Fano Sud Fano (PU),IT,2018-04-30,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
NIMRD Grigore Antipa,Tracon Mamaia Arena Regia,RO,2018-08-19,Cleanup,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
NIMRD Grigore Antipa,Tracon Mamaia Arena Regia,RO,2018-05-31,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Calahonda, Granada",ES,2013-03-13,Cleanup,G73,14.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia di Scivu - Acqua Durci, Arbus (SU)",IT,2017-04-28,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Les Rotes, Alicante/Alacant",ES,2015-11-02,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Les Rotes, Alicante/Alacant",ES,2015-08-10,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia dellArenella, Siracusa (SR)",IT,2017-04-15,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
EMBLAS,Ureki,unknown,2019-09-07,Cleanup,G73,13.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto di S. Benedetto,IT,2018-04-20,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto di S. Benedetto,IT,2017-04-28,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto di S. Benedetto,IT,2018-10-26,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto di S. Benedetto,IT,2017-10-27,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Spiaggia torretta-sinarca Termoli (CB),IT,2018-04-22,Monitoring,G73,4.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Lido di Staranzano,IT,2018-03-20,Monitoring,G73,47.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia di Capocotta, Ostia (RM)",IT,2016-05-13,Cleanup,G73,40.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Neptune beach,UK,2014-02-20,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Calahonda, Granada",ES,2013-09-20,Cleanup,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia Agnone Cilento, Montecorice (SA)",IT,2016-05-14,Cleanup,G73,38.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Palmones, Cádiz",ES,2017-09-30,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Palmones, Cádiz",ES,2013-09-17,Cleanup,G73,4.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Palmones, Cádiz",ES,2013-03-15,Cleanup,G73,8.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Spiaggia di Ponente Scicli (RG),IT,2018-04-27,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
WWF Denmark,Hornbæk Plantage,DK,2019-09-02,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
GEO BSMARINELITTER,Kobuleti-2015,GE,2015-10-23,Monitoring,G73,39.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,2017-04-09,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Lido di Staranzano,IT,2017-03-15,Monitoring,G73,47.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Lido di Staranzano,IT,2017-11-28,Monitoring,G73,47.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Lido di Staranzano,IT,2018-11-30,Monitoring,G73,47.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Spiaggia 28 Petacciato (CB),IT,2018-04-22,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
?ista obala Slovenia,Belveder - Bele skale,SI,2014-05-10,Cleanup,G73,82.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Maria Pia Alghero (SS),IT,2018-04-29,Monitoring,G73,4.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Praia da samarra ,PT,2019-10-05,Cleanup,G73,5.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Voramar, Castellón/Castelló",ES,2018-12-22,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"El Arco, Almería",ES,2016-08-31,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Golfo di Napoli spiaggia tra porto Marina di Stabia e porto commerciale Castellammare di Stabia,IT,2018-11-13,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Los Muertos, Almería",ES,2016-08-22,Cleanup,G73,4.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia di Licola mare, Pozzuoli (NA)",IT,2017-04-30,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Nova Praia Costa de Caparica,PT,2016-10-09,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Marinella foce Magra,IT,2017-12-21,Monitoring,G73,111.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Marinella foce Magra,IT,2017-04-03,Monitoring,G73,111.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Marinella foce Magra,IT,2018-04-19,Monitoring,G73,111.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Pineto localit? Scerne di Pineto,IT,2017-03-09,Monitoring,G73,9.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Pineto localit? Scerne di Pineto,IT,2017-11-21,Monitoring,G73,9.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Romagnolo Palermo (PA),IT,2018-04-26,Monitoring,G73,5.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Woodridge Campus,unknown,2018-09-13,Cleanup,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"La Salvé, Cantabria",ES,2018-12-03,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,avra,unknown,2019-10-08,Cleanup,G73,5.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Institute for Water of the Republic of Slovenia,Mesecev zaliv 1,SI,2013-08-23,Cleanup,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Institute for Water of the Republic of Slovenia,Mesecev zaliv 1,SI,2013-09-20,Cleanup,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
EMBLAS,Kobuleti Northern pelriphery,GE,2019-09-03,Cleanup,G73,32.0,Plastic,Foam sponge,No,Flexible,Not Recycled
EMBLAS,Kobuleti Northern pelriphery,GE,2020-08-12,Cleanup,G73,17.0,Plastic,Foam sponge,No,Flexible,Not Recycled
EMBLAS,Kobuleti Northern pelriphery,GE,2019-10-29,Cleanup,G73,10.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Black Sea NGO Network || MELTEMI,Kamchia,BG,2018-04-14,Cleanup,G73,17.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Mollösund badstrand,SE,2014-05-10,Cleanup,G73,80.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Surfrider Foundation Europe,La Barre,FR,2015-09-25,Cleanup,G73,11.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Pineto localit? Scerne di Pineto,IT,2018-03-09,Monitoring,G73,9.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Pineto localit? Scerne di Pineto,IT,2018-11-15,Monitoring,G73,9.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia di Ventotto, Petacciato (CB)",IT,2017-04-29,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
European Environment Agency (EEA),Stevns 5,DK,2013-06-27,Cleanup,G73,26.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia di Agnone, Montecorice (SA)",IT,2017-04-29,Monitoring,G73,10.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Sotillo, Granada",ES,2017-10-15,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Puçol, Valencia/València",ES,2016-10-07,Cleanup,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Perdouro, Lugo",ES,2015-06-13,Cleanup,G73,40.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Black Sea NGO Network || MELTEMI,Kamchia,BG,2018-10-27,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Black Sea NGO Network || MELTEMI,Kamchia,BG,2015-03-21,Cleanup,G73,27.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Black Sea NGO Network || MELTEMI,Kamchia,BG,2019-10-19,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Los Berengueles, Granada",ES,2014-07-10,Cleanup,G73,15.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",Skomagerkrogen,DK,2019-07-05,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",Skomagerkrogen,DK,2017-10-09,Monitoring,G73,12.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",Skomagerkrogen,DK,2018-06-19,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Plaa Prklog,HR,2019-06-06,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Golfo di Napoli spiaggia tra porto Marina di Stabia e porto commerciale Castellammare di Stabia,IT,2017-12-01,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Golfo di Napoli spiaggia tra porto Marina di Stabia e porto commerciale Castellammare di Stabia,IT,2018-03-29,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Golfo di Napoli spiaggia tra porto Marina di Stabia e porto commerciale Castellammare di Stabia,IT,2017-03-13,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia del Foro di Ortona, Chieti (CH)",IT,2017-04-28,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",Skomagerkrogen,DK,2016-06-21,Monitoring,G73,5.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",Skomagerkrogen,DK,2016-10-13,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",Skomagerkrogen,DK,2017-04-10,Monitoring,G73,8.0,Plastic,Foam sponge,No,Flexible,Not Recycled
MARNOBA,Doñana_2,ES,2016-10-01,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Kalogria,GR,2018-03-22,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
CleanPiterCoast,Lahta,RU,2019-06-24,Cleanup,G73,8.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2016-04-23,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2015-07-26,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2016-10-15,Monitoring,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2020-04-01,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Litoranea P. Mennea Barletta (BT),IT,2018-04-22,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",Skomagerkrogen,DK,2018-04-18,Monitoring,G73,7.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ",Skomagerkrogen,DK,2018-09-13,Monitoring,G73,5.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Dead Man's,IE,2016-01-12,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Perseus,IMS-METU beach,TR,2014-05-23,Cleanup,G73,8.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Arenile Castellammare di Stabia (NA),IT,2018-04-08,Monitoring,G73,26.0,Plastic,Foam sponge,No,Flexible,Not Recycled
CleanPiterCoast,Lahta,RU,2017-06-08,Cleanup,G73,32.0,Plastic,Foam sponge,No,Flexible,Not Recycled
CleanPiterCoast,Lahta,RU,2016-10-15,Monitoring,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Surfrider Foundation Europe,Amager Strandpark Beach 2,DK,2014-10-03,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Perseus,venus- Saturn,RO,2014-06-16,Cleanup,G73,5.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Surfers Against Sewage,Netley Royal Victoria country park,UK,2015-05-10,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
HELMEPA - Hellenic Marine Environment Protection Association,3rd Glyfada Beach,GR,2018-10-07,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Fontaíña, Pontevedra",ES,2018-09-30,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Zarautz, Gipuzkoa",ES,2018-06-06,Cleanup,G73,12.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Ciudad Jardín, Illes Balears",ES,2018-10-07,Cleanup,G73,12.0,Plastic,Foam sponge,No,Flexible,Not Recycled
CleanPiterCoast,Baltiisky bulvar,RU,2019-06-08,Cleanup,G73,8.0,Plastic,Foam sponge,No,Flexible,Not Recycled
WWF Denmark,Hanstholm Vildtreservat,DK,2019-05-05,Cleanup,G73,18.0,Plastic,Foam sponge,No,Flexible,Not Recycled
WWF Denmark,Hanstholm Vildtreservat,DK,2019-08-31,Cleanup,G73,156.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2019-09-22,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2020-07-06,Monitoring,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2015-04-02,Monitoring,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Black Sea NGO Network || MELTEMI,Akra,BG,2020-09-19,Cleanup,G73,78.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Razo Da Costa, A Coruña",ES,2018-07-21,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia di Marina di Vecchiano, Pisa (PI)",IT,2015-04-26,Monitoring,G73,33.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,N?vodari,RO,2018-09-20,Cleanup,G73,35.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,N?vodari,RO,2017-10-18,Cleanup,G73,18.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,Spiaggia libera di Lago Patria - Castel Volturno (CE),IT,2018-04-08,Monitoring,G73,7.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Legambiente Onlus,"Spiaggia di Pioppi, Salerno (SA)",IT,2016-05-14,Cleanup,G73,53.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Strunjan,IT,2019-01-28,Cleanup,G73,62.0,Plastic,Foam sponge,No,Flexible,Not Recycled
MELTEMI BalkanMed,Komi A,GR,2018-04-03,Monitoring,G73,7.0,Plastic,Foam sponge,No,Flexible,Not Recycled
gBqsPxAZ,Tlacopanocha,unknown,2018-10-23,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Vistabella, Valencia/València",ES,2018-09-30,Cleanup,G73,2.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2017-04-14,Monitoring,G73,7.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2017-07-14,Monitoring,G73,4.0,Plastic,Foam sponge,No,Flexible,Not Recycled
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2018-07-10,Monitoring,G73,10.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Marnoba,"Los Enebrales, Huelva",ES,2017-10-01,Cleanup,G73,4.0,Plastic,Foam sponge,No,Flexible,Not Recycled
MELTEMI Exhibition Centre Chios,mavra volia,EL,2020-06-04,Cleanup,G73,1.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vasto Localit? punta Aderci,IT,2017-11-28,Monitoring,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vasto Localit? punta Aderci,IT,2018-11-22,Monitoring,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vasto Localit? punta Aderci,IT,2018-04-05,Monitoring,G73,6.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,N?vodari,RO,2017-04-12,Cleanup,G73,10.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,N?vodari,RO,2015-04-14,Cleanup,G73,3.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,N?vodari,RO,2020-11-07,Monitoring,G73,36.0,Plastic,Foam sponge,No,Flexible,Not Recycled
Mare Nostrum,N?vodari,RO,2016-10-12,Cleanup,G73,29.0,Plastic,Foam sponge,No,Flexible,Not Recycled
